g,d.parameters.campaign,d.parameters.locationSurrounding,d.parameters.team,d.parameters.motive,d.parameters.targetGroup,d.coordinates._latitude,d.coordinates._longitude,d.deletedAt._seconds,d.deletedAt._nanoseconds,d.createdBy,d.uuid,d.createdAt._seconds,d.createdAt._nanoseconds,d.location._latitude,d.location._longitude,d.removedBy,d.updatedAt._seconds,d.updatedAt._nanoseconds,d.updatedBy,d.state,l._latitude,l._longitude,d.deletedBy,campaign
u33d21jhkx,Tour1,['Einkaufen'],Team Tour1,Q1,['Fußgänger'],52.43302121766793,13.366435747593641,,,SIa1TS9r5zeLJUICpbmUsgq9Zyi2,0258b11d-8c97-43df-b013-b40f613deb6b,1584690390,568000000,,,,1584690390,571000000,SIa1TS9r5zeLJUICpbmUsgq9Zyi2,active,52.43302121766793,13.366435747593641,,Tour1
u1x0ghqhjc,Bürgerschaftswahl Hamburg,['Straße'],,Verkehr + Philipp,['Autofahrer'],53.59337901778047,9.984074290841818,1583044654.0,675000000.0,ldaWw8gOw5OcDZqmK1RFIveUzgg1,0264d834-0bfe-4500-8068-6ecc4c5146c1,1579959669,702000000,53.59337901778047,9.984074290841818,BdsnyalNOJcI7JvHIsEAOTnsRct1,1579959669,702000000,ldaWw8gOw5OcDZqmK1RFIveUzgg1,removed,53.59337901778047,9.984074290841818,,Bürgerschaftswahl Hamburg
u28622mu1x,,"['Straße', 'U-Bahn']",Team Dachau,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.21010621884253,11.62051247432828,1584542091.0,877000000.0,YStmwo5f0QaaxpOwstLh6gDwH3a2,026a577d-eb36-468e-8eda-990b2c2a1033,1583314963,247000000,48.21010621884253,11.62051247432828,ecH4oADGTAWkYAJCQPcKVOrFKsw2,1583314963,247000000,YStmwo5f0QaaxpOwstLh6gDwH3a2,removed,48.21010621884253,11.62051247432828,,nan
u1x0b8pwpf,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",Altona 2,Wohnen + Wohnen,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.57038046303718,9.87636448815465,1582975720.0,993000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,027b8eb9-0ac9-4970-8c7e-d231708d3f3d,1579911535,580000000,53.57038046303718,9.87636448815465,zMZXSe2xtOVciEXqThvtAJfx87p2,1579911535,580000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.57038046303718,9.87636448815465,,Bürgerschaftswahl Hamburg
u1x0ehe09k,,,,Wohnen + Patrick/Mira,,53.550220111405494,9.97976129874587,1582972415.0,832000000.0,qQjF8P3MXhSMAwaUJrARJICz3Y33,027ecf2b-6e65-4ea5-b3fb-807b5fdecc0c,1579980046,258000000,53.550220111405494,9.97976129874587,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1582972416,594000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.550220111405494,9.97976129874587,,nan
u281zd9my1,Kommunalwahl München 2020,"['U-Bahn', 'S-Bahn', 'Einkaufen']",,Mobilität + Umwelt,['Autofahrer'],48.134847060577485,11.58157266676426,,,HgM385Ff84YmItF4qjVY8OGvuih2,02809698-e145-47d0-9235-2237dc167ef7,1578150968,176000000,,,,1578150968,268000000,HgM385Ff84YmItF4qjVY8OGvuih2,active,48.134847060577485,11.58157266676426,,Kommunalwahl München 2020
u1x0v3k3j3,Bürgerschaftswahl Hamburg,['Straße'],,Verkehr + Wohnen,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.57638178940989,10.080532561987638,1583513687.0,916000000.0,dVaXof7yXsP8JWDWkUkT29lQWzs2,0283c1f1-f559-4639-8d56-6d204b2f1de3,1580471544,664000000,53.57638178940989,10.080532561987638,EMn8AUHdI5cbQIYITA1swmDqm9q1,1580471544,664000000,dVaXof7yXsP8JWDWkUkT29lQWzs2,removed,53.57638178940989,10.080532561987638,,Bürgerschaftswahl Hamburg
u284n77g24,Kommunalwahl München 2020,,,,,48.18248857232478,11.529812905937433,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,028bcce7-0475-44f4-8beb-b0859c7d82b2,1580997342,499000000,,,,1580997342,499000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.18248857232478,11.529812905937433,,Kommunalwahl München 2020
u283c3j21f,[],"['U-Bahn', 'S-Bahn', 'Bus']",,Wohnen + E-Behörden,['Fußgänger'],48.12562112993807,11.663779858499765,,,OZZUbaCHqTSvXyqQam2w1OkZZT53,028e6a82-3b2d-4c5a-89ff-6fd860280ef4,1578308645,948000000,,,,1578308645,948000000,OZZUbaCHqTSvXyqQam2w1OkZZT53,active,48.12562112993807,11.663779858499765,,
u1x0ehyu1v,Bürgerschaftswahl Hamburg,"['Straße', 'Einkaufen', 'Firma']",,Verkehr + Hafen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.55219706793942,9.984931256622076,1582971433.0,317000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,0297315d-0fc4-4262-ab5f-91bf40092c64,1579906818,347000000,53.55219706793942,9.984931256622076,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1582971434,41000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.55219706793942,9.984931256622076,,Bürgerschaftswahl Hamburg
u281wsxtdh,Kommunalwahl München 2020,['Straße'],,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.101861402414414,11.546039264649153,,,m9i7smgsLKP2jDs1lRIjjy4HKTH2,02985d38-a3e4-4c23-bfd8-bd0f17f81dab,1583658955,799000000,,,,1583658955,800000000,m9i7smgsLKP2jDs1lRIjjy4HKTH2,active,48.101861402414414,11.546039264649153,,Kommunalwahl München 2020
u1x0dpxcpq,Bürgerschaftswahl Hamburg,['Straße'],Team Kiel,Verkehr + Wohnen,"['Fußgänger', 'Radfahrer']",53.566795591867596,9.942595269531012,1582964982.0,215000000.0,tvFW4iYY2yPZteMBjaoCnzf6NHH2,0298fe68-7d10-4153-8eca-8821f4bfff28,1579948510,252000000,53.566795591867596,9.942595269531012,zMZXSe2xtOVciEXqThvtAJfx87p2,1579948510,252000000,tvFW4iYY2yPZteMBjaoCnzf6NHH2,removed,53.566795591867596,9.942595269531012,,Bürgerschaftswahl Hamburg
u281yn3zjz,,,,Mobilität + Umwelt,"['Radfahrer', 'Fußgänger', 'Autofahrer']",48.15569096111126,11.516327764838936,1584775893.0,150000000.0,OZZUbaCHqTSvXyqQam2w1OkZZT53,02a986c8-c902-4419-a04a-31d26220631c,1578156933,162000000,48.15569096111126,11.516327764838936,HgM385Ff84YmItF4qjVY8OGvuih2,1578156933,228000000,OZZUbaCHqTSvXyqQam2w1OkZZT53,removed,48.15569096111126,11.516327764838936,,nan
u1x0du1mve,Bürgerschaftswahl Hamburg,,,,,53.54836715422738,9.966558124870062,1578839503.0,571000000.0,NISiXJvou2OIg0ygvLTQni8z6Gm1,02acd6e0-9767-4354-9d97-de742bff5659,1578408880,135000000,53.54836715422738,9.966558124870062,U59ppXMlbggFGIjUZRLjkw1kfR43,1578408880,137000000,NISiXJvou2OIg0ygvLTQni8z6Gm1,removed,53.54836715422738,9.966558124870062,,Bürgerschaftswahl Hamburg
u281zxx454,['Kommunalwahl München 2020'],"['Freizeit ', 'Essen', 'Wohnen']",SchwaWe,Mobilität + Umwelt,['Fußgänger'],48.16167017734888,11.589339170604944,1584630040.0,715000000.0,neq53qFDHOcsdmzELehckJ5o5rG3,02af5125-c9ee-48e9-ba9e-29178e1205d1,1578743432,462000000,48.16167017734888,11.589339170604944,rgiXeg2mLobPZNBfx8JlvkrW8xG3,1578743432,462000000,neq53qFDHOcsdmzELehckJ5o5rG3,removed,48.16167017734888,11.589339170604944,,Kommunalwahl München 2020
u281zrkg8p,,"['Straße', 'Einkaufen']",,Mobilität + E-Behörden,,48.160584154875366,11.575134862214327,1584256527.0,585000000.0,FqHb2uvw9jOWKW1b2JxQwM2D3sO2,02b4f1f4-161c-4301-b48b-069aa481e974,1578734558,977000000,48.160584154875366,11.575134862214327,mZbRmhJQ8pVkqJj8dNbc3QSDk0g1,1578734558,977000000,FqHb2uvw9jOWKW1b2JxQwM2D3sO2,removed,48.160584154875366,11.575134862214327,,nan
u281ypj69s,Kommunalwahl München 2020,"['Wohnen', 'Straße', 'Freizeit ']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.159024636549304,11.520952228456736,1584359155.0,629000000.0,CSdKOgMHQZTdiidRRxh5f4iF5Oi1,02b568e2-ce6a-4878-957b-ef15e80ebc33,1578215831,97000000,48.159024636549304,11.520952228456736,pvcX3JMy0wPxAZj2sAno8S0Fvju1,1578215831,98000000,CSdKOgMHQZTdiidRRxh5f4iF5Oi1,removed,48.159024636549304,11.520952228456736,,Kommunalwahl München 2020
u281znw03v,Kommunalwahl München 2020,,,,,48.155892543476696,11.5659405849874,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,02b9c736-3ccd-4204-91c6-3e470687e3e2,1579268429,506000000,,,,1579268429,506000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.155892543476696,11.5659405849874,,Kommunalwahl München 2020
u1x0v80vzf,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Klinik', 'Arzt']",,Hafen + Hafen,"['Fußgänger', 'Radfahrer']",53.5703376727567,10.086817648261786,1582989332.0,384000000.0,FvMZqZ9ggTTgblDN9ueBSC99Lw23,02bcaa60-8f16-42b0-a654-98c10c3fafd9,1580030763,891000000,53.5703376727567,10.086817648261786,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1580030763,891000000,FvMZqZ9ggTTgblDN9ueBSC99Lw23,removed,53.5703376727567,10.086817648261786,,Bürgerschaftswahl Hamburg
u281z03xbm,Kommunalwahl München 2020,"['Wohnen', 'Freizeit ', 'Bus', 'Straße', 'Bildung']",Lorenz,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.12285089768005,11.55969439074397,1583682134.0,309000000.0,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,02bde0b9-2097-4a77-936a-ec05d7df2a05,1578317650,572000000,48.12285089768005,11.55969439074397,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,1578317650,572000000,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,removed,48.12285089768005,11.55969439074397,,Kommunalwahl München 2020
u0zez7fjc0,Bamberg,,,Mobilität + Umwelt,['Autofahrer'],49.89951805975794,10.868268515914679,1584705293.0,936000000.0,PxZBcJclagaEOFrxqEjIjIcq3zK2,02d36e53-c06f-407f-bb7f-daade686c80c,1582299519,512000000,49.89951805975794,10.868268515914679,PxZBcJclagaEOFrxqEjIjIcq3zK2,1582299519,512000000,PxZBcJclagaEOFrxqEjIjIcq3zK2,removed,49.89951805975794,10.868268515914679,,Bamberg
u1x0gywvqu,Bürgerschaftswahl Hamburg,,,Wohnen + Philipp,,53.60596767073138,10.018111187964678,1583163621.0,154000000.0,ldaWw8gOw5OcDZqmK1RFIveUzgg1,02d4e9b6-ae0f-40fd-a069-2f25ac3f9dd1,1580041324,855000000,53.60596767073138,10.018111187964678,BdsnyalNOJcI7JvHIsEAOTnsRct1,1580041324,855000000,ldaWw8gOw5OcDZqmK1RFIveUzgg1,removed,53.60596767073138,10.018111187964678,,Bürgerschaftswahl Hamburg
u281ye5xhw,Kommunalwahl München 2020,"['Wohnen', 'Einkaufen']",,Wohnen + E-Behörden,"['Autofahrer', 'Radfahrer', 'Fußgänger']",48.137831588292144,11.54064467176795,,,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,02d56585-2ae8-43f3-bf6a-47ed26944f9b,1578233728,809000000,,,,1578233728,809000000,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,active,48.137831588292144,11.54064467176795,,Kommunalwahl München 2020
u281xt5vbk,Kommunalwahl München 2020,"['Essen', 'Freizeit ', 'Parkplatz', 'Freizeit']",Giesing (upper southside ;) ),Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.104651108030225,11.584751587361097,,,MXnc2ii9M8MA1GjBtapzdaBwUff2,02dcce9f-77e6-405c-b1c2-5a7199069f66,1581947215,762000000,,,,1581947215,763000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,active,48.104651108030225,11.584751587361097,,Kommunalwahl München 2020
u1x0dgy9kt,Bürgerschaftswahl Hamburg,"['U-Bahn', 'S-Bahn', 'Straße', 'Wohnen']",,Wohnen + Wohnen,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.54623188017869,9.973725993186235,1582966800.0,407000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,02f0f2e5-780a-49b9-ad47-85d1fbd151d9,1579876313,162000000,53.54623188017869,9.973725993186235,k9Q9No2bdibXe4rU2TsNWrqMMp63,1579876313,162000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.54623188017869,9.973725993186235,,Bürgerschaftswahl Hamburg
u281z6swqw,Kommunalwahl München 2020,,,,,48.13496017470085,11.575066801160574,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,02fe9e99-2ff7-4b4d-8864-205466af6221,1579268737,661000000,,,,1579268737,661000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.13496017470085,11.575066801160574,,Kommunalwahl München 2020
u284hv09b0,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'S-Bahn', 'Einkaufen']",,Mobilität + Umwelt,['Fußgänger'],48.19183385368504,11.459430065006018,1584809929.0,705000000.0,QbpsoQKZJxQ2vkcUPSax1WuQnYJ2,03073eb8-c8b2-4326-b817-aafd7dfceb77,1582993911,921000000,48.19183385368504,11.459430065006018,HgM385Ff84YmItF4qjVY8OGvuih2,1582993911,921000000,QbpsoQKZJxQ2vkcUPSax1WuQnYJ2,removed,48.19183385368504,11.459430065006018,,Kommunalwahl München 2020
u283c9j5um,[],,,Wohnen + E-Behörden,['Autofahrer'],48.12628409348168,11.674536857753992,,,OZZUbaCHqTSvXyqQam2w1OkZZT53,030f5a90-e8a3-4018-a127-a65604e2d21f,1578312060,953000000,,,,1578312060,953000000,OZZUbaCHqTSvXyqQam2w1OkZZT53,active,48.12628409348168,11.674536857753992,,
u281zxt6qr,['Kommunalwahl München 2020'],"['Freizeit ', 'Essen', 'U-Bahn', 'Einkaufen']",SchwaWe,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.1617430672449,11.587068680673838,1584628400.0,938000000.0,neq53qFDHOcsdmzELehckJ5o5rG3,031ec4da-d551-4e17-92c2-a15e48a0ff18,1578745389,729000000,48.1617430672449,11.587068680673838,rgiXeg2mLobPZNBfx8JlvkrW8xG3,1584628401,988000000,rgiXeg2mLobPZNBfx8JlvkrW8xG3,removed,48.1617430672449,11.587068680673838,,Kommunalwahl München 2020
u281zme1hn,Kommunalwahl München 2020,"['Freizeit ', 'Straßenbahn ', 'Wohnen']",,Mobilität + Umwelt,"['Autofahrer', 'Radfahrer', 'Fußgänger']",48.15053440139789,11.57289957627654,,,QQKOOM53abg5uc0gDRGPiiyoqa83,0322a26c-07fd-42f4-ba37-0386e33c4f0b,1578219527,105000000,,,,1578219527,105000000,QQKOOM53abg5uc0gDRGPiiyoqa83,active,48.15053440139789,11.57289957627654,,Kommunalwahl München 2020
u1x09tgq7m,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Bus']",Altona 2,Wohnen + Wohnen,"['Fußgänger', 'Autofahrer']",53.558076578743375,9.914272148162127,1582978163.0,309000000.0,xW9bqnosG2NgXnGYbMAwBecBkoZ2,032b46a2-3f97-4277-827e-4863bff12b8d,1579982926,410000000,53.558076578743375,9.914272148162127,zMZXSe2xtOVciEXqThvtAJfx87p2,1579982926,410000000,xW9bqnosG2NgXnGYbMAwBecBkoZ2,removed,53.558076578743375,9.914272148162127,,Bürgerschaftswahl Hamburg
u281z6jkdp,,"['Einkaufen', 'Freizeit ', 'Bildung']",,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer']",48.13191816382501,11.57590365037322,,,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,032d4db3-4f58-4d8f-91bc-9a581214c8f0,1578150939,833000000,,,,1578150939,983000000,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,active,48.13191816382501,11.57590365037322,,nan
u1x0b2mwgn,Bürgerschaftswahl Hamburg 2020,"['Einkaufen', 'Bundesstrasse']",Team West,Lina,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.57190180070839,9.86242638900876,1582968955.0,738000000.0,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,032fae9c-c257-47e6-b6e7-128ad648d082,1579901899,169000000,53.57190180070839,9.86242638900876,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,1579901899,169000000,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,removed,53.57190180070839,9.86242638900876,,Bürgerschaftswahl Hamburg 2020
u1x0dqe9xh,Bürgerschaftswahl Hamburg,,Altona 1,Verkehr + Wohnen,,53.561375772159536,9.947743434458971,1582966438.0,164000000.0,dfEvUvtCz9SxbB4v6TEbfJHPXml1,033f3aff-c0e5-4bc2-bc69-fd4018b1565e,1579900618,663000000,53.561375772159536,9.947743434458971,zMZXSe2xtOVciEXqThvtAJfx87p2,1579900618,664000000,dfEvUvtCz9SxbB4v6TEbfJHPXml1,removed,53.561375772159536,9.947743434458971,,Bürgerschaftswahl Hamburg
u281ytpn4e,Kommunalwahl München 2020,"['Straße', 'Wohnen']",,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer']",48.14863210938262,11.545366700738668,1585118400.0,364000000.0,hwNroO7acGNWB8kkJ0jR1mpOt883,03419194-5d80-4a5c-a68e-bfe89ac3fb59,1582456944,516000000,48.14863210938262,11.545366700738668,HgM385Ff84YmItF4qjVY8OGvuih2,1582456944,516000000,hwNroO7acGNWB8kkJ0jR1mpOt883,removed,48.14863210938262,11.545366700738668,,Kommunalwahl München 2020
u283bx7vh2,Kommunalwahl München 2020,,Team Felix S.,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.16080127235902,11.628876607865095,,,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,034ddf5c-7899-4bd1-98a9-7bc3a2b7b935,1578143710,280000000,,,,1578143710,378000000,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,active,48.16080127235902,11.628876607865095,,Kommunalwahl München 2020
u284jgn325,Kommunalwahl München 2020,,,,,48.18077344904799,11.511276494711637,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,03550316-bd3e-4579-92ef-4d67b19f90f6,1580997557,211000000,,,,1580997557,211000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.18077344904799,11.511276494711637,,Kommunalwahl München 2020
u1x08qwwcf,Bürgerschaftswahl Hamburg 2020,['Wohnen'],Team West,Lina,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.56227094711628,9.863744359463453,1582972378.0,501000000.0,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,0355a986-0679-4c47-bec5-6f420ed7de7c,1580068023,559000000,53.56227094711628,9.863744359463453,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,1580068023,559000000,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,removed,53.56227094711628,9.863744359463453,,Bürgerschaftswahl Hamburg 2020
u284htxs75,Kommunalwahl München 2020,"['Wohnen', 'Straße']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.19502410579598,11.458191554993391,1584808858.0,490000000.0,jN38LSISX0WzWz1ofgRho88c3J52,035f78fb-62d2-4627-a6da-48b924ddf28a,1582991847,327000000,48.19502410579598,11.458191554993391,HgM385Ff84YmItF4qjVY8OGvuih2,1582991847,327000000,jN38LSISX0WzWz1ofgRho88c3J52,removed,48.19502410579598,11.458191554993391,,Kommunalwahl München 2020
u284p5eb5s,Kommunalwahl München 2020,,,,,48.1833136621293,11.562926787883043,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,0379e452-8185-4c9f-aa26-19ad009354ce,1580056129,603000000,,,,1580056129,604000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.1833136621293,11.562926787883043,,Kommunalwahl München 2020
u281zru81t,,"['Wohnen', 'Essen', 'Einkaufen']",,Mobilität + Umwelt,"['Radfahrer', 'Fußgänger']",48.16271874567781,11.57484954223037,,,HgM385Ff84YmItF4qjVY8OGvuih2,0386f7ca-e955-4a55-9c8c-168a9632214f,1583081507,472000000,,,,1583081507,472000000,HgM385Ff84YmItF4qjVY8OGvuih2,active,48.16271874567781,11.57484954223037,,nan
u1wbz8r6km,Bürgerschaftswahl Hamburg 2020,"['Wohnen', 'Durchgangsstrasse']",Team West,Lina,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.57112434125966,9.831924978643656,1582969149.0,339000000.0,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,0396e58c-2b84-4527-a766-249c682877e1,1580041527,705000000,53.57112434125966,9.831924978643656,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,1580041527,705000000,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,removed,53.57112434125966,9.831924978643656,,Bürgerschaftswahl Hamburg 2020
u0zgbh4790,Bamberg,,,Mobilität + Umwelt,"['Autofahrer', 'Radfahrer']",49.90050649469945,10.901575181633234,1584640577.0,614000000.0,axlDdML78YTxE9mofKw7twDKQxK2,03b60ba1-3bd7-4d5b-b573-40b88d3076ce,1581733973,579000000,49.90050649469945,10.901575181633234,hOniEUN9VtT1rLt17ERT94oYr3q1,1581733973,580000000,axlDdML78YTxE9mofKw7twDKQxK2,removed,49.90050649469945,10.901575181633234,,Bamberg
u2845d6eq5,,"['Freizeit ', 'U-Bahn', 'Straße']",Team Dachau,Wohnen + E-Behörden,"['Radfahrer', 'Fußgänger', 'Autofahrer']",48.177000169905654,11.40750652179122,,,YStmwo5f0QaaxpOwstLh6gDwH3a2,03c3bbd5-e189-43fe-a762-49893ac6ed5b,1583439700,125000000,,,,1583439700,125000000,YStmwo5f0QaaxpOwstLh6gDwH3a2,active,48.177000169905654,11.40750652179122,,nan
u281z6jhqk,,,,Kandidaten,,48.13185772395725,11.57574724406004,,,krAR6hrGB0hgVHGoxS0lehMH6NP2,03c718e8-a7f3-4e7a-9395-c41252df9e6b,1584031279,964000000,,,,1584031279,964000000,krAR6hrGB0hgVHGoxS0lehMH6NP2,active,48.13185772395725,11.57574724406004,,nan
u284qbyfng,Kommunalwahl München 2020,"['U-Bahn', 'Einkaufen', 'Wohnen']",Team Dachau,Mobilität + Umwelt,['Fußgänger'],48.21249162514172,11.556200813502073,1584737100.0,729000000.0,RwRvY0PtsoYOgcf3a7xxHfrV7YA3,03da3d7f-aaf5-4544-b7e4-1f385e165ecd,1578478893,321000000,48.21249162514172,11.556200813502073,HgM385Ff84YmItF4qjVY8OGvuih2,1584628010,460000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.21249162514172,11.556200813502073,,Kommunalwahl München 2020
u1x0v0d2v7,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",,Wohnen + Patrick/Mira,"['Autofahrer', 'Fußgänger', 'U-bahn']",53.572229678104016,10.066798310726881,1579913037.0,64000000.0,YAT3giGPyJV5yfNyiCo54chlK4g2,04027e2b-62aa-49ff-9b42-080809e732fc,1579910483,702000000,53.572229678104016,10.066798310726881,,1579910483,704000000,YAT3giGPyJV5yfNyiCo54chlK4g2,deleted,53.572229678104016,10.066798310726881,YAT3giGPyJV5yfNyiCo54chlK4g2,Bürgerschaftswahl Hamburg
u1x0u4ygg2,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",,Wohnen + Philipp,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.5850884382145,10.028946977108717,1583007556.0,575000000.0,ldaWw8gOw5OcDZqmK1RFIveUzgg1,04079366-5465-4efa-aa9b-7217a4225bcd,1579899837,362000000,53.5850884382145,10.028946977108717,BdsnyalNOJcI7JvHIsEAOTnsRct1,1579899837,362000000,ldaWw8gOw5OcDZqmK1RFIveUzgg1,removed,53.5850884382145,10.028946977108717,,Bürgerschaftswahl Hamburg
u281vdv9hf,Kommunalwahl München 2020,,,Wohnen + E-Behörden,['Fußgänger'],48.13540928202731,11.499463710933924,,,RtMB3Ma6kPUKZBOTlvFsR0irkRf1,0414d655-83cb-4dc8-9170-d3a19738be15,1578131095,932000000,,,,1578131096,110000000,RtMB3Ma6kPUKZBOTlvFsR0irkRf1,active,48.13540928202731,11.499463710933924,,Kommunalwahl München 2020
u1x00wrkfj,Bürgerschaftswahl Hamburg,,,Hafen + Wohnen,,53.47267937741613,9.87576937302947,1582967421.0,815000000.0,vRs7bqLgbaZOrY9viLatNAzZrgD2,041ccd27-788c-4a33-9e27-8c0fa60440e1,1579914161,561000000,53.47267937741613,9.87576937302947,nLp6yL09kLYy4XDxIb4kMjer8RX2,1579914161,562000000,vRs7bqLgbaZOrY9viLatNAzZrgD2,removed,53.47267937741613,9.87576937302947,,Bürgerschaftswahl Hamburg
u1wbpmudp1,Bürgerschaftswahl Hamburg,,,Hafen + Wohnen,,53.46943683620998,9.817280787974596,1582978107.0,711000000.0,nLp6yL09kLYy4XDxIb4kMjer8RX2,042a53eb-40fb-459e-ab69-ff67a0dc7288,1580038628,195000000,53.46943683620998,9.817280787974596,nLp6yL09kLYy4XDxIb4kMjer8RX2,1580038628,196000000,nLp6yL09kLYy4XDxIb4kMjer8RX2,removed,53.46943683620998,9.817280787974596,,Bürgerschaftswahl Hamburg
u281wy92d6,Kommunalwahl München 2020,,Team Felix S.,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.111977999438665,11.548447888344526,1584710858.0,525000000.0,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,0432d172-071d-47f8-8474-0b4622c349e8,1578224352,484000000,48.111977999438665,11.548447888344526,HgM385Ff84YmItF4qjVY8OGvuih2,1584710465,783000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.111977999438665,11.548447888344526,,Kommunalwahl München 2020
u281zrm60r,['Kommunalwahl München 2020'],"['Essen', 'Freizeit ', 'Wohnen']",JaBe,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer']",48.160328097630874,11.57582787796855,,,neq53qFDHOcsdmzELehckJ5o5rG3,043960c6-fbe3-4165-8f9e-2b8f0416822d,1578753302,652000000,,,,1578753302,652000000,neq53qFDHOcsdmzELehckJ5o5rG3,active,48.160328097630874,11.57582787796855,,Kommunalwahl München 2020
u281yfc5h3,Kommunalwahl München 2020,,,Wohnen + E-Behörden,['Autofahrer'],48.13574557629839,11.548195760697126,1584372705.0,914000000.0,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,04478e8d-b9a9-4677-b3cf-c35bbaa72e81,1578228261,492000000,48.13574557629839,11.548195760697126,1Szv9avZYLPTzv8XjgFVZAV7VKi1,1578228261,492000000,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,removed,48.13574557629839,11.548195760697126,,Kommunalwahl München 2020
u1x0dkb3cd,Bürgerschaftswahl Hamburg,,,Verkehr + Patrick/Mira,,53.551799273733906,9.94303984567523,1582968899.0,487000000.0,HOcHgj9e9nezhbnD8Uzb2VFqT8W2,04529490-26eb-4580-9093-0eeeddd9dcfe,1579908560,406000000,53.551799273733906,9.94303984567523,zMZXSe2xtOVciEXqThvtAJfx87p2,1579908560,406000000,HOcHgj9e9nezhbnD8Uzb2VFqT8W2,removed,53.551799273733906,9.94303984567523,,Bürgerschaftswahl Hamburg
